episode_idx,total_reward,step_count,success,crash,timeout,elapsed_time_sec
0,308.88092958627,188,1,0,0,0.01850724220275879
0,290.63483500784326,137,1,0,0,0.013400554656982422
0,281.8701406074148,170,1,0,0,0.01550436019897461
0,250.73160146664804,166,1,0,0,0.01550745964050293
0,268.973444641001,143,1,0,0,0.013505935668945312
0,269.35697572487777,152,1,0,0,0.014002799987792969
0,271.0202209769315,136,1,0,0,0.012000322341918945
0,293.7117296989827,126,1,0,0,0.011002540588378906
0,280.8961512625424,135,1,0,0,0.012505769729614258
0,289.46636874919045,135,1,0,0,0.010999202728271484
0,301.7419286446999,176,1,0,0,0.01599907875061035
0,260.3627400298129,143,1,0,0,0.01250457763671875
0,288.51772877732867,157,1,0,0,0.01399993896484375
0,305.05752208686124,177,1,0,0,0.015508651733398438
0,298.99695039894925,170,1,0,0,0.01550745964050293
0,300.8328382800486,180,1,0,0,0.01650404930114746
0,289.52131120632544,137,1,0,0,0.012002706527709961
0,271.74951430556746,150,1,0,0,0.013507604598999023
0,284.8232700666726,179,1,0,0,0.018510818481445312
0,299.6412047990035,198,1,0,0,0.019013166427612305
0,300.95962666432007,170,1,0,0,0.01700282096862793
0,304.62942427141013,183,1,0,0,0.01650524139404297
0,302.7303757802052,179,1,0,0,0.05852341651916504
0,296.263289794014,139,1,0,0,0.012506246566772461
0,297.08998913356487,173,1,0,0,0.016002178192138672
0,244.37768260442346,144,1,0,0,0.013502120971679688
0,248.94444649754865,144,1,0,0,0.013002395629882812
0,287.4205058420928,132,1,0,0,0.011505842208862305
0,314.45110366910376,210,1,0,0,0.020505666732788086
0,260.1341288483321,138,1,0,0,0.013002872467041016
0,271.3887193922751,166,1,0,0,0.015506505966186523
0,253.39644747350218,156,1,0,0,0.014506101608276367
0,281.8292449429226,160,1,0,0,0.01450490951538086
0,249.72874759953527,140,1,0,0,0.012999534606933594
0,284.79878815496625,168,1,0,0,0.015505552291870117
0,284.9690676891039,157,1,0,0,0.014505624771118164
0,303.91804937077325,180,1,0,0,0.017505884170532227
0,244.1773201478928,147,1,0,0,0.014503240585327148
0,282.01074453423763,176,1,0,0,0.016013145446777344
0,278.6719065834532,133,1,0,0,0.013000249862670898
0,289.79681173600943,175,1,0,0,0.016002416610717773
0,193.6854273645207,1000,0,0,1,0.09403133392333984
0,286.8929307321074,145,1,0,0,0.014505386352539062
0,283.2874105333792,168,1,0,0,0.015002012252807617
0,281.0676021546408,143,1,0,0,0.013749837875366211
0,280.4408785546201,166,1,0,0,0.014999866485595703
0,261.5666358930338,135,1,0,0,0.013006210327148438
0,259.01281033276825,154,1,0,0,0.015502452850341797
0,292.43365554134766,150,1,0,0,0.013501405715942383
0,282.42429480066403,161,1,0,0,0.015507221221923828
0,282.8477083913419,166,1,0,0,0.015506505966186523
0,301.6906368205283,156,1,0,0,0.013999700546264648
0,273.08503947598314,162,1,0,0,0.014503717422485352
0,264.98176350871205,172,1,0,0,0.016506433486938477
0,304.65332197611224,173,1,0,0,0.016002893447875977
0,279.89980086818736,159,1,0,0,0.014509201049804688
0,290.20331914798606,160,1,0,0,0.014505863189697266
0,274.3925540895873,164,1,0,0,0.015002250671386719
0,307.9888968479188,163,1,0,0,0.015003204345703125
0,299.1630964854088,203,1,0,0,0.018006324768066406
0,296.653382091299,161,1,0,0,0.01450657844543457
0,308.48868441267433,191,1,0,0,0.017505168914794922
0,290.6445724119761,143,1,0,0,0.014002799987792969
0,278.23620775592616,147,1,0,0,0.01250314712524414
0,274.5584842019342,154,1,0,0,0.01500248908996582
0,289.2516153652284,132,1,0,0,0.012506246566772461
0,264.68045505691373,161,1,0,0,0.014999628067016602
0,288.0807538082371,149,1,0,0,0.014505147933959961
0,257.81434974356415,151,1,0,0,0.013506650924682617
